observation_date,INDCPIALLQINMEI
2000-04-01,36.4832899999999967
2000-07-01,36.8149599999999992
2000-10-01,37.1742599999999968
2001-01-01,36.8425999999999974
2001-04-01,37.4782900000000012
2001-07-01,38.5285700000000020
2001-10-01,38.9431500000000028
2002-01-01,38.7220399999999998
2002-04-01,39.1642599999999987
2002-07-01,40.0763400000000019
2002-10-01,40.3527300000000011
2003-01-01,40.1869000000000014
2003-04-01,41.0160600000000031
2003-07-01,41.4306500000000000
2003-10-01,41.7070399999999992
2004-01-01,41.7899499999999975
2004-04-01,42.1216200000000001
2004-07-01,43.1718900000000048
2004-10-01,43.4482799999999969
2005-01-01,43.5588399999999965
2005-04-01,43.8075900000000047
2005-07-01,44.7749499999999969
2005-10-01,45.6317599999999999
2006-01-01,45.5212000000000003
2006-04-01,46.4137699999999995
2006-07-01,47.5613600000000005
2006-10-01,48.5814499999999967
2007-01-01,48.7089599999999976
2007-04-01,49.3465099999999950
2007-07-01,50.7491199999999978
2007-10-01,51.2591599999999943
2008-01-01,51.7692100000000011
2008-04-01,53.1718199999999968
2008-07-01,55.3395000000000010
2008-10-01,56.4870900000000020
2009-01-01,56.6146000000000029
2009-04-01,57.8896999999999977
2009-07-01,61.8425299999999964
2009-10-01,64.0101999999999975
2010-01-01,65.2853000000000065
2010-04-01,65.7953499999999991
2010-07-01,68.2180400000000020
2010-10-01,69.8756800000000027
2011-01-01,71.1507800000000117
2011-04-01,71.6608200000000011
2011-07-01,74.4660499999999956
2011-10-01,75.7411599999999936
2012-01-01,76.2511999999999972
2012-04-01,78.9289100000000019
2012-07-01,81.7341399999999965
2012-10-01,83.3917800000000113
